subject_y	initial_alias	converted_alias	name	description
MCINX2_00003382-RB	FBPP0306028	l(3)76BDm	l(3)76BDm	lethal (3) 76BDm
MCINX2_00003385-RA	FBPP0081483	tgo	tgo	tango
MCINX2_00003386-RB	FBPP0308998	CG12869	CG12869	None
MCINX2_00003387-RA	FBPP0086303	Parp16	Parp16	Poly(ADP-ribose) polymerase family member 16
MCINX2_00003388-RA	FBPP0076723	Sf3b6	Sf3b6	Splicing factor 3b subunit 6
MCINX2_00003389-RA	FBPP0085593	tapas	tapas	tapas
MCINX2_00003390-RA	FBPP0085915	pAbp	pAbp	poly(A) binding protein
MCINX2_00003392-RA	FBPP0099517	RpL13	RpL13	Ribosomal protein L13
MCINX2_00003393-RA	FBPP0076068	CG8108	CG8108	None
MCINX2_00003394-RA	FBPP0111879	CG15249	CG15249	None
MCINX2_00003395-RA	FBPP0073204	LeuRS-m	LeuRS-m	Leucyl-tRNA synthetase
MCINX2_00003396-RA	FBPP0079675	CG5676	CG5676	None
MCINX2_00003399-RA	FBPP0312198	CG15747	CG15747	None
MCINX2_00003400-RB	FBPP0309276	TH1	TH1	TH1
MCINX2_00003401-RB	FBPP0301792	KCNQ	KCNQ	KCNQ potassium channel
MCINX2_00003403-RA	FBPP0309606	CG12773	CG12773	None
MCINX2_00003404-RA	FBPP0289146	CG17454	CG17454	None
MCINX2_00003407-RA	FBPP0079377	DIP-zeta	DIP-zeta	Dpr-interacting protein zeta
MCINX2_00003408-RA	FBPP0078305	Obp83a	Obp83a	Odorant-binding protein 83a
MCINX2_00003409-RA	FBPP0291005	CG41378	CG41378	None
MCINX2_00003410-RA	FBPP0110561	Spf45	Spf45	Spf45
MCINX2_00003411-RA	FBPP0303770	gwl	gwl	greatwall
MCINX2_00003412-RA	FBPP0294007	l(2)k05911	l(2)k05911	lethal (2) k05911
MCINX2_00003413-RA	FBPP0080029	CG5867	CG5867	None
MCINX2_00003414-RA	FBPP0087189	Roc2	Roc2	Regulator of cullins 2
MCINX2_00003415-RB	FBPP0087180	Tret1-2	Tret1-2	Trehalose transporter 1-2
MCINX2_00003417-RB	FBPP0305375	CG9380	CG9380	None
MCINX2_00003419-RA	FBPP0076030	scramb1	scramb1	scramblase 1
MCINX2_00003420-RA	FBPP0078988	sip2	sip2	septin interacting protein 2
MCINX2_00003425-RA	FBPP0087870	pnut	pnut	peanut
MCINX2_00003426-RA	FBPP0072057	alpha-Catr	alpha-Catr	alpha-catenin related
MCINX2_00003427-RA	FBPP0072731	CG11815	CG11815	None
MCINX2_00003428-RA	FBPP0079005	CG17377	CG17377	None
MCINX2_00003434-RA	FBPP0080799	msb1l	msb1l	msb1l
MCINX2_00003436-RA	FBPP0075994	CG11811	CG11811	None
MCINX2_00003437-RA	FBPP0301592	CycB	CycB	Cyclin B
MCINX2_00003440-RA	FBPP0086347	CG8389	CG8389	None
MCINX2_00003441-RA	FBPP0070563	DIP-alpha	DIP-alpha	Dpr-interacting protein alpha
MCINX2_00003443-RA	FBPP0304673	IntS6	IntS6	Integrator 6
MCINX2_00003445-RA	FBPP0288961	Snup	Snup	Snurportin
MCINX2_00003446-RA	FBPP0111473	CG34351	CG34351	None
MCINX2_00003450-RA	FBPP0075080	CG9701	CG9701	None
MCINX2_00003451-RA	FBPP0305540	Nhe3	Nhe3	Na[+]/H[+] hydrogen exchanger 3
MCINX2_00003452-RA	FBPP0078853	CG9117	CG9117	None
MCINX2_00003453-RA	FBPP0291065	NKAIN	NKAIN	Na
MCINX2_00003456-RA	FBPP0071123	PIG-T	PIG-T	Phosphatidylinositol glycan anchor biosynthesis class T
MCINX2_00003458-RA	FBPP0087883	RagC-D	RagC-D	Ras-related GTP binding C/D
MCINX2_00003461-RA	FBPP0292610	Lpin	Lpin	Lipin
MCINX2_00003463-RA	FBPP0087511	RpLP0-like	RpLP0-like	Ribosomal protein LP0-like
MCINX2_00003464-RA	FBPP0087502	14-3-3zeta	14-3-3zeta	14-3-3zeta
MCINX2_00003467-RA	FBPP0080116	CAH1	CAH1	Carbonic anhydrase 1
MCINX2_00003468-RA	FBPP0085156	rod	rod	rough deal
MCINX2_00003469-RB	FBPP0080287	l(2)35Be	l(2)35Be	lethal (2) 35Be
MCINX2_00003470-RA	FBPP0292799	gpp	gpp	grappa
MCINX2_00003472-RA	FBPP0075106	Dbp73D	Dbp73D	Dead box protein 73D
MCINX2_00003473-RA	FBPP0304507	Cand1	Cand1	Cullin-associated and neddylation-dissociated 1
MCINX2_00003474-RD	FBPP0304605	CG18304	CG18304	None
MCINX2_00003475-RA	FBPP0082060	NANS	NANS	N-acetylneuraminic acid synthase
MCINX2_00003476-RC	FBPP0078979	Hmgcl	Hmgcl	3-Hydroxymethyl-3-methylglutaryl-CoA lyase
MCINX2_00003477-RA	FBPP0308428	CG31460	CG31460	None
MCINX2_00003484-RC	FBPP0290686	LpR1	LpR1	Lipophorin receptor 1
MCINX2_00003485-RA	FBPP0076201	CG3434	CG3434	None
MCINX2_00003488-RA	FBPP0308694	Cpr49Ac	Cpr49Ac	Cuticular protein 49Ac
MCINX2_00003489-RA	FBPP0079996	ACXA	ACXA	Adenylyl cyclase X A
MCINX2_00003491-RA	FBPP0085634	Obp56e	Obp56e	Odorant-binding protein 56e
MCINX2_00003493-RA	FBPP0072187	Naa35	Naa35	N(alpha)-acetyltransferase 35
MCINX2_00003494-RA	FBPP0074210	CG8568	CG8568	None
MCINX2_00003495-RA	FBPP0070585	CG15239	CG15239	None
MCINX2_00003499-RC	FBPP0081881	CG6723	CG6723	None
MCINX2_00003500-RA	FBPP0086348	Rrp42	Rrp42	Rrp42
MCINX2_00003501-RA	FBPP0080794	ref(2)P	ref(2)P	refractory to sigma P
MCINX2_00003502-RA	FBPP0310876	CG7071	CG7071	None
MCINX2_00003503-RA	FBPP0310877	Muted	Muted	Muted
MCINX2_00003504-RA	FBPP0099488	Asap	Asap	ArfGAP with SH3 domain
MCINX2_00003505-RB	FBPP0071759	T3dh	T3dh	Type III alcohol dehydrogenase
MCINX2_00003507-RA	FBPP0309748	wdp	wdp	windpipe
MCINX2_00003510-RA	FBPP0089292	dve	dve	defective proventriculus
MCINX2_00003511-RA	FBPP0112031	CG2765	CG2765	None
MCINX2_00003512-RA	FBPP0311623	CG12851	CG12851	None
MCINX2_00003514-RA	FBPP0076186	Shc	Shc	SHC-adaptor protein
MCINX2_00003515-RA	FBPP0292906	Utx	Utx	Utx histone demethylase
MCINX2_00003516-RA	FBPP0074420	CG7378	CG7378	None
MCINX2_00003517-RA	FBPP0073058	Rcd5	Rcd5	Reduction in Cnn dots 5
MCINX2_00003519-RA	FBPP0087036	CG13157	CG13157	None
MCINX2_00003521-RA	FBPP0083103	dind	dind	diamond
MCINX2_00003526-RA	FBPP0071470	CG10527	CG10527	None
MCINX2_00003530-RA	FBPP0072457	MED30	MED30	Mediator complex subunit 30
MCINX2_00003531-RA	FBPP0305345	CG14984	CG14984	None
MCINX2_00003537-RA	FBPP0302765	CG17549	CG17549	None
MCINX2_00003538-RA	FBPP0085586	RpS18	RpS18	Ribosomal protein S18
MCINX2_00003539-RA	FBPP0307787	dnt	dnt	doughnut on 2
MCINX2_00003540-RA	FBPP0308236	Gyg	Gyg	Glycogenin
MCINX2_00003545-RA	FBPP0085412	CG30440	CG30440	None
MCINX2_00003546-RA	FBPP0072072	Adk2	Adk2	Adenylate kinase 2
MCINX2_00003547-RA	FBPP0297623	Nup188	Nup188	Nucleoporin 188kDa
MCINX2_00003549-RA	FBPP0085963	stau	stau	staufen
MCINX2_00003550-RA	FBPP0079637	CG5355	CG5355	None
MCINX2_00003552-RA	FBPP0072069	Pask	Pask	PAS kinase
MCINX2_00003554-RA	FBPP0077822	Cda5	Cda5	Chitin deacetylase-like 5
MCINX2_00003555-RA	FBPP0111921	Ir21a	Ir21a	Ionotropic receptor 21a
MCINX2_00003556-RA	FBPP0087530	Mef2	Mef2	Myocyte enhancer factor 2
MCINX2_00003558-RA	FBPP0072112	Phm	Phm	Peptidylglycine-alpha-hydroxylating monooxygenase
MCINX2_00003560-RA	FBPP0308795	Drl-2	Drl-2	Derailed 2
MCINX2_00003564-RA	FBPP0072038	ken	ken	ken and barbie
MCINX2_00003568-RA	FBPP0112413	Gfat1	Gfat1	Glutamine:fructose-6-phosphate aminotransferase 1
MCINX2_00003569-RA	FBPP0310390	NLaz	NLaz	Neural Lazarillo
MCINX2_00003570-RA	FBPP0293139	CG31663	CG31663	None
MCINX2_00003571-RA	FBPP0289748	bun	bun	bunched
MCINX2_00003574-RA	FBPP0288932	bun	bun	bunched
MCINX2_00003575-RA	FBPP0077262	Cog3	Cog3	Component of oligomeric golgi complex 3
MCINX2_00003578-RA	FBPP0087692	CG8026	CG8026	None
MCINX2_00003580-RA	FBPP0312215	Rab32	Rab32	Rab32
MCINX2_00003583-RA	FBPP0071942	CG13551	CG13551	None
MCINX2_00003586-RA	FBPP0297065	Sdc	Sdc	Syndecan
MCINX2_00003589-RA	FBPP0089141	RpL19	RpL19	Ribosomal protein L19
MCINX2_00003590-RA	FBPP0088517	CG5009	CG5009	None
MCINX2_00003593-RA	FBPP0076280	Galk	Galk	Galactokinase
MCINX2_00003594-RA	FBPP0311643	CaBP1	CaBP1	calcium-binding protein 1
MCINX2_00003599-RA	FBPP0078174	CG11370	CG11370	None
MCINX2_00003606-RA	FBPP0073805	CG32590	CG32590	None
MCINX2_00003609-RC	FBPP0309790	X11Lbeta	X11Lbeta	X11Lbeta
MCINX2_00003610-RA	FBPP0293260	Cib2	Cib2	Calcium and integrin binding family member 2
MCINX2_00003611-RA	FBPP0293254	CG34433	CG34433	None
MCINX2_00003612-RA	FBPP0078818	CG13995	CG13995	None
MCINX2_00003613-RA	FBPP0085107	Chchd3	Chchd3	Coiled-coil-helix-coiled-coil-helix domain containing 3
MCINX2_00003614-RA	FBPP0112990	CG14342	CG14342	None
MCINX2_00003615-RA	FBPP0071223	CG32708	CG32708	None
MCINX2_00003616-RA	FBPP0079699	CG6443	CG6443	None
MCINX2_00003617-RA	FBPP0080735	pigeon	pigeon	pigeon
MCINX2_00003618-RA	FBPP0080335	CycE	CycE	Cyclin E
MCINX2_00003619-RA	FBPP0305266	endos	endos	endosulfine
MCINX2_00003620-RA	FBPP0077326	gammaTub23C	gammaTub23C	gamma-Tubulin at 23C
MCINX2_00003623-RA	FBPP0072692	CG17249	CG17249	None
MCINX2_00003624-RA	FBPP0083128	CG6013	CG6013	None
MCINX2_00003625-RA	FBPP0082468	CG7265	CG7265	None
MCINX2_00003626-RA	FBPP0080025	CG16812	CG16812	None
MCINX2_00003629-RA	FBPP0080045	Tap42	Tap42	Two A-associated protein of 42kDa
MCINX2_00003631-RA	FBPP0311259	conu	conu	conundrum
MCINX2_00003632-RA	FBPP0082998	Nup43	Nup43	Nucleoporin 43kD
MCINX2_00003633-RA	FBPP0071542	CG9752	CG9752	None
MCINX2_00003636-RC	FBPP0297791	CG43340	CG43340	None
MCINX2_00003647-RB	FBPP0088833	mRpS11	mRpS11	mitochondrial ribosomal protein S11
MCINX2_00003651-RA	FBPP0076755	CG6602	CG6602	None
MCINX2_00003652-RA	FBPP0071753	mRpS29	mRpS29	mitochondrial ribosomal protein S29
MCINX2_00003653-RA	FBPP0297136	ATPsynG	ATPsynG	ATP synthase
MCINX2_00003654-RC	FBPP0088527	OstDelta	OstDelta	Oligosaccharide transferase Delta subunit
MCINX2_00003655-RA	FBPP0087152	RnrS	RnrS	Ribonucleoside diphosphate reductase small subunit
MCINX2_00003656-RA	FBPP0308633	alien	alien	alien
MCINX2_00003657-RA	FBPP0072433	Vdup1	Vdup1	Vitamin D[[3]] up-regulated protein 1
MCINX2_00003658-RA	FBPP0088024	CG1358	CG1358	None
MCINX2_00003661-RA	FBPP0112375	Unc-89	Unc-89	Unc-89
MCINX2_00003663-RA	FBPP0087774	Vps25	Vps25	Vacuolar protein sorting 25
MCINX2_00003664-RA	FBPP0078956	Oatp26F	Oatp26F	Organic anion transporting polypeptide 26F
MCINX2_00003665-RA	FBPP0080895	CG2493	CG2493	None
MCINX2_00003666-RA	FBPP0080629	Atac2	Atac2	Ada2a-containing complex component 2
MCINX2_00003667-RA	FBPP0302535	Ada2a	Ada2a	transcriptional Adaptor 2a
MCINX2_00003668-RA	FBPP0297900	CG5001	CG5001	None
MCINX2_00003669-RA	FBPP0083696	cd	cd	cardinal
MCINX2_00003671-RA	FBPP0073354	Uba5	Uba5	Ubiquitin-like activating enzyme 5
MCINX2_00003672-RA	FBPP0290781	CG42578	CG42578	None
MCINX2_00003676-RA	FBPP0079111	CG7154	CG7154	None
MCINX2_00003679-RA	FBPP0087945	Hey	Hey	Hairy/E(spl)-related with YRPW motif
MCINX2_00003684-RA	FBPP0079634	Bug22	Bug22	Basal body up regulated gene 22
MCINX2_00003685-RA	FBPP0087514	CG1371	CG1371	None
MCINX2_00003695-RA	FBPP0070638	Xpac	Xpac	Xeroderma pigmentosum group A-like
MCINX2_00003696-RA	FBPP0297749	CG15715	CG15715	None
MCINX2_00003697-RA	FBPP0075038	beg	beg	bad egg
MCINX2_00003698-RA	FBPP0289511	CG7461	CG7461	None
MCINX2_00003699-RA	FBPP0308453	Hydr1	Hydr1	alpha/beta hydrolase 1
MCINX2_00003701-RA	FBPP0080320	CG3793	CG3793	None
MCINX2_00003702-RA	FBPP0075250	IntS9	IntS9	Integrator 9
MCINX2_00003705-RA	FBPP0312344	Sgs4	Sgs4	Salivary gland secretion 4
MCINX2_00003713-RC	FBPP0288542	smg	smg	smaug
MCINX2_00003726-RA	FBPP0300988	tko	tko	technical knockout
MCINX2_00003734-RC	FBPP0086253	CG5089	CG5089	None
MCINX2_00003741-RA	FBPP0309864	Dop2R	Dop2R	Dopamine 2-like receptor
MCINX2_00003742-RA	FBPP0100056	bbx	bbx	bobby sox
MCINX2_00003743-RA	FBPP0073893	shtd	shtd	shattered
MCINX2_00003747-RA	FBPP0087979	Cyt-b5	Cyt-b5	Cytochrome b5
MCINX2_00003748-RA	FBPP0099493	CG13175	CG13175	None
MCINX2_00003750-RA	FBPP0077492	Npc2a	Npc2a	Niemann-Pick type C-2a
MCINX2_00003752-RA	FBPP0070129	CG5254	CG5254	None
MCINX2_00003753-RA	FBPP0309618	pcx	pcx	pecanex
MCINX2_00003755-RA	FBPP0070224	CG3719	CG3719	None
MCINX2_00003758-RA	FBPP0303946	Klc	Klc	Kinesin light chain
MCINX2_00003759-RA	FBPP0083671	btn	btn	buttonless
MCINX2_00003760-RB	FBPP0292165	east	east	enhanced adult sensory threshold
MCINX2_00003761-RA	FBPP0073524	mRpL49	mRpL49	mitochondrial ribosomal protein L49
MCINX2_00003765-RA	FBPP0073526	Brms1	Brms1	BRMS1 transcriptional repressor
MCINX2_00003769-RA	FBPP0292852	slpr	slpr	slipper
MCINX2_00003770-RA	FBPP0309129	CG2278	CG2278	None
MCINX2_00003774-RA	FBPP0070623	mRpL33	mRpL33	mitochondrial ribosomal protein L33
MCINX2_00003775-RA	FBPP0310196	norpA	norpA	no receptor potential A
MCINX2_00003783-RA	FBPP0070975	CG8300	CG8300	None
MCINX2_00003784-RA	FBPP0309282	CG15170	CG15170	None
MCINX2_00003786-RA	FBPP0308848	CG9650	CG9650	None
MCINX2_00003789-RA	FBPP0308815	CG1582	CG1582	None
MCINX2_00003790-RA	FBPP0073261	Ork1	Ork1	Open rectifier K[+] channel 1
MCINX2_00003791-RA	FBPP0310585	IP3K2	IP3K2	Inositol 1
MCINX2_00003794-RA	FBPP0073267	sbr	sbr	small bristles
MCINX2_00003799-RA	FBPP0289735	mnb	mnb	minibrain
MCINX2_00003804-RB	FBPP0304859	CG43867	CG43867	None
MCINX2_00003814-RA	FBPP0077882	CG5199	CG5199	None
MCINX2_00003815-RA	FBPP0070325	CG4281	CG4281	None
MCINX2_00003816-RA	FBPP0087543	PCB	PCB	Pyruvate carboxylase
MCINX2_00003819-RA	FBPP0307246	Ugt50B3	Ugt50B3	UDP-glycosyltransferase family 50 member B3
MCINX2_00003820-RA	FBPP0306056	Snmp1	Snmp1	Sensory neuron membrane protein 1
MCINX2_00003821-RA	FBPP0082608	AOX1	AOX1	Aldehyde oxidase 1
MCINX2_00003823-RA	FBPP0111347	CG34238	CG34238	None
MCINX2_00003828-RA	FBPP0292356	DAAM	DAAM	Dishevelled Associated Activator of Morphogenesis
MCINX2_00003832-RA	FBPP0073542	Aven	Aven	Apoptosis and caspase activation inhibitor
MCINX2_00003835-RA	FBPP0078685	Gmd	Gmd	GDP-mannose 4
MCINX2_00003836-RA	FBPP0084842	IntS11	IntS11	Integrator 11
MCINX2_00003837-RA	FBPP0081758	TTLL15	TTLL15	Tubulin tyrosine ligase-like 15
MCINX2_00003838-RA	FBPP0088273	Actbeta	Actbeta	Activin-beta
MCINX2_00003839-RA	FBPP0291637	AANATL7	AANATL7	Arylalkylamine N-acetyltransferase-like 7
MCINX2_00003841-RA	FBPP0290386	Pih1D1	Pih1D1	PIH1 domain containing 1
MCINX2_00003844-RA	FBPP0293344	IKKbeta	IKKbeta	I-kappaB kinase beta
MCINX2_00003845-RA	FBPP0292855	mei-218	mei-218	meiotic 218
MCINX2_00003846-RA	FBPP0084381	tx	tx	taxi
MCINX2_00003847-RA	FBPP0293214	CG6650	CG6650	None
MCINX2_00003848-RA	FBPP0309613	Rrp47	Rrp47	Ribosomal RNA processing 47
MCINX2_00003849-RA	FBPP0084754	Rpn2	Rpn2	Regulatory particle non-ATPase 2
MCINX2_00003850-RA	FBPP0073336	SrpRalpha	SrpRalpha	Signal recognition particle receptor alpha
MCINX2_00003854-RA	FBPP0073457	FucT6	FucT6	alpha1
MCINX2_00003855-RA	FBPP0073256	C901	C901	C901
MCINX2_00003856-RA	FBPP0304093	Nep5	Nep5	Neprilysin 5
MCINX2_00003866-RA	FBPP0078372	Sym	Sym	Symplekin
MCINX2_00003868-RA	FBPP0423419	CG46443	CG46443	None
MCINX2_00003869-RA	FBPP0111409	CG34300	CG34300	None
MCINX2_00003872-RA	FBPP0306282	Alp12	Alp12	Alkaline phosphatase 12
MCINX2_00003882-RA	FBPP0070669	Usf	Usf	Usf
MCINX2_00003884-RA	FBPP0289734	CG42493	CG42493	None
MCINX2_00003886-RA	FBPP0081700	CG12420	CG12420	None
MCINX2_00003890-RA	FBPP0309364	CG32532	CG32532	None
MCINX2_00003899-RA	FBPP0307648	CoRest	CoRest	CoRest
MCINX2_00003900-RA	FBPP0073444	CG1578	CG1578	None
MCINX2_00003901-RA	FBPP0306394	e(y)3	e(y)3	enhancer of yellow 3
MCINX2_00003902-RA	FBPP0070402	crn	crn	crooked neck
MCINX2_00003903-RA	FBPP0070863	mldr	mldr	mulder
MCINX2_00003911-RA	FBPP0070206	CG14770	CG14770	None
MCINX2_00003912-RA	FBPP0073266	feo	feo	fascetto
MCINX2_00003913-RA	FBPP0271819	CG30268	CG30268	None
MCINX2_00003916-RA	FBPP0080715	CG17572	CG17572	None
MCINX2_00003917-RA	FBPP0081582	CG9427	CG9427	None
MCINX2_00003918-RF	FBPP0307842	spri	spri	sprint
MCINX2_00003920-RA	FBPP0308577	CG14442	CG14442	None
MCINX2_00003922-RA	FBPP0079276	CG13386	CG13386	None
MCINX2_00003927-RA	FBPP0312132	Obp50c	Obp50c	Odorant-binding protein 50c
MCINX2_00003929-RA	FBPP0297995	Obp19a	Obp19a	Odorant-binding protein 19a
MCINX2_00003930-RA	FBPP0079083	Obp28a	Obp28a	Odorant-binding protein 28a
MCINX2_00003932-RA	FBPP0070335	CG3857	CG3857	None
MCINX2_00003933-RA	FBPP0310224	CG3081	CG3081	None
MCINX2_00003934-RA	FBPP0070659	HLH4C	HLH4C	Helix loop helix protein 4C
MCINX2_00003938-RA	FBPP0310204	Npc1a	Npc1a	Niemann-Pick type C-1a
MCINX2_00003939-RA	FBPP0075793	Grip163	Grip163	Grip163
MCINX2_00003940-RA	FBPP0070110	CG13369	CG13369	None
MCINX2_00003940-RB	FBPP0072404	mRpL17	mRpL17	mitochondrial ribosomal protein L17
MCINX2_00003941-RA	FBPP0309057	CG1737	CG1737	None
MCINX2_00003942-RA	FBPP0071418	ZAP3	ZAP3	ZAP3
MCINX2_00003943-RA	FBPP0076168	CG32040	CG32040	None
MCINX2_00003944-RA	FBPP0300639	CG14797	CG14797	None
MCINX2_00003945-RA	FBPP0088855	CG6695	CG6695	None
MCINX2_00003952-RD	FBPP0071548	ASPP	ASPP	Ankyrin-repeat
MCINX2_00003954-RA	FBPP0089041	Prosalpha7	Prosalpha7	Proteasome alpha7 subunit
MCINX2_00003955-RA	FBPP0071284	fend	fend	forked end
MCINX2_00003962-RA	FBPP0402790	AlkB	AlkB	AlkB
MCINX2_00003963-RA	FBPP0077315	Sbat	Sbat	Sabbat
MCINX2_00003964-RA	FBPP0070326	Sik2	Sik2	Salt-inducible kinase 2
MCINX2_00003968-RA	FBPP0302739	Naa30A	Naa30A	N(alpha)-acetyltransferase 30 A
MCINX2_00003969-RA	FBPP0303606	APP-BP1	APP-BP1	beta-Amyloid precursor protein binding protein 1
MCINX2_00003970-RA	FBPP0074442	CG14194	CG14194	None
MCINX2_00003971-RA	FBPP0311469	CG13842	CG13842	None
MCINX2_00003973-RA	FBPP0087926	drosha	drosha	drosha
MCINX2_00003976-RA	FBPP0070168	CG3021	CG3021	None
MCINX2_00003977-RA	FBPP0307141	Prosbeta4	Prosbeta4	Proteasome beta4 subunit
MCINX2_00003978-RA	FBPP0074288	Taf8	Taf8	TBP-associated factor 8
MCINX2_00003979-RA	FBPP0071049	Ykt6	Ykt6	YKT6 v-SNARE
MCINX2_00003981-RA	FBPP0297487	Hers	Hers	Histone gene-specific Epigenetic Repressor in late S phase
MCINX2_00003989-RA	FBPP0305206	CG13377	CG13377	None
MCINX2_00003990-RA	FBPP0082962	DNaseII	DNaseII	Deoxyribonuclease II
MCINX2_00003991-RA	FBPP0070087	CG17896	CG17896	None
MCINX2_00003992-RA	FBPP0311375	Tis11	Tis11	Tis11 zinc finger protein
MCINX2_00003995-RA	FBPP0311621	CG32815	CG32815	None
MCINX2_00003996-RA	FBPP0311967	CG11970	CG11970	None
MCINX2_00003997-RA	FBPP0071381	flw	flw	flapwing
MCINX2_00003998-RB	FBPP0082492	Mf	Mf	Myofilin
MCINX2_00004000-RA	FBPP0110229	vnd	vnd	ventral nervous system defective
MCINX2_00004001-RB	FBPP0083022	Vps39	Vps39	Vacuolar protein sorting 39
MCINX2_00004003-RA	FBPP0070449	sgg	sgg	shaggy
MCINX2_00004004-RA	FBPP0071392	CG32687	CG32687	None
MCINX2_00004005-RA	FBPP0077099	mRpS2	mRpS2	mitochondrial ribosomal protein S2
MCINX2_00004006-RA	FBPP0081841	CG17187	CG17187	None
MCINX2_00004007-RA	FBPP0309306	CG9213	CG9213	None
MCINX2_00004008-RC	FBPP0074060	mbt	mbt	mushroom bodies tiny
MCINX2_00004010-RA	FBPP0073292	Rpt3	Rpt3	Regulatory particle triple-A ATPase 3
MCINX2_00004011-RA	FBPP0076774	CG10472	CG10472	None
MCINX2_00004013-RA	FBPP0076748	Jon65Aiv	Jon65Aiv	Jonah 65Aiv
MCINX2_00004015-RB	FBPP0311494	Sema2a	Sema2a	Semaphorin 2a
MCINX2_00004015-RC	FBPP0086236	Sema2a	Sema2a	Semaphorin 2a
MCINX2_00004016-RA	FBPP0290059	CG15734	CG15734	None
MCINX2_00004018-RA	FBPP0071883	CG13544	CG13544	None
MCINX2_00004024-RA	FBPP0309846	Tim9a	Tim9a	Tim9a
MCINX2_00004026-RA	FBPP0070636	Tip60	Tip60	Tat interactive protein 60kDa
MCINX2_00004027-RA	FBPP0070234	Atf3	Atf3	Activating transcription factor 3
MCINX2_00004029-RA	FBPP0070998	Setd3	Setd3	SET domain containing 3
MCINX2_00004030-RA	FBPP0428083	CG14431	CG14431	None
MCINX2_00004031-RA	FBPP0073154	CG15020	CG15020	None
MCINX2_00004032-RA	FBPP0075527	Nprl3	Nprl3	Nitrogen permease regulator-like 3
MCINX2_00004036-RA	FBPP0084788	beta4GalNAcTB	beta4GalNAcTB	beta1
MCINX2_00004040-RA	FBPP0082069	Dip-C	Dip-C	Dipeptidase C
MCINX2_00004041-RA	FBPP0074790	CG6836	CG6836	None
MCINX2_00004042-RA	FBPP0077752	CG4213	CG4213	None
MCINX2_00004044-RA	FBPP0306695	CG42324	CG42324	None
MCINX2_00004048-RA	FBPP0071387	PPP4R2r	PPP4R2r	Protein phosphatase 4 regulatory subunit 2-related protein
MCINX2_00004049-RA	FBPP0070329	Actn	Actn	alpha actinin
MCINX2_00004049-RB	FBPP0070330	Actn	Actn	alpha actinin
MCINX2_00004051-RA	FBPP0309312	rad	rad	radish
MCINX2_00004053-RA	FBPP0070612	GlcAT-I	GlcAT-I	Glucuronyltransferase I
MCINX2_00004056-RA	FBPP0307830	Fas2	Fas2	Fasciclin 2
MCINX2_00004056-RB	FBPP0310127	Fas2	Fas2	Fasciclin 2
MCINX2_00004056-RC	FBPP0070633	Fas2	Fas2	Fasciclin 2
MCINX2_00004061-RA	FBPP0309135	RpS19a	RpS19a	Ribosomal protein S19a
MCINX2_00004062-RA	FBPP0070805	lin-52	lin-52	lin-52
MCINX2_00004064-RA	FBPP0087227	san	san	separation anxiety
MCINX2_00004065-RA	FBPP0085583	Hsl	Hsl	Hormone-sensitive lipase
MCINX2_00004066-RA	FBPP0305599	WDR79	WDR79	WD repeat domain 79
MCINX2_00004067-RA	FBPP0289681	CG32638	CG32638	None
MCINX2_00004069-RA	FBPP0309107	CG4313	CG4313	None
MCINX2_00004071-RA	FBPP0070327	moody	moody	moody
MCINX2_00004073-RA	FBPP0084017	Nab2	Nab2	Nuclear polyadenosine RNA-binding 2
MCINX2_00004074-RA	FBPP0072163	AANAT1	AANAT1	Arylalkylamine N-acetyltransferase 1
MCINX2_00004075-RA	FBPP0290487	DnaJ-60	DnaJ-60	DnaJ-like-60
MCINX2_00004076-RA	FBPP0305896	Unc-76	Unc-76	Uncoordinated 76
MCINX2_00004080-RE	FBPP0306507	beta-Spec	beta-Spec	beta Spectrin
MCINX2_00004083-RA	FBPP0071141	cyr	cyr	cypher
MCINX2_00004086-RA	FBPP0086468	Vha36-1	Vha36-1	Vacuolar H[+] ATPase 36kD subunit 1
MCINX2_00004089-RA	FBPP0305178	CG2865	CG2865	None
MCINX2_00004090-RA	FBPP0288428	CG30022	CG30022	None
MCINX2_00004091-RA	FBPP0087458	mlt	mlt	mulet
MCINX2_00004092-RA	FBPP0084212	XNP	XNP	XNP
MCINX2_00004093-RA	FBPP0071476	CG3295	CG3295	None
MCINX2_00004095-RA	FBPP0301970	CHES-1-like	CHES-1-like	Checkpoint suppressor 1-like
MCINX2_00004096-RA	FBPP0290016	CG2918	CG2918	None
MCINX2_00004097-RB	FBPP0292890	boi	boi	brother of ihog
MCINX2_00004107-RA	FBPP0073789	pdgy	pdgy	pudgy
MCINX2_00004108-RA	FBPP0073294	CG15202	CG15202	None
MCINX2_00004114-RA	FBPP0073952	CG9170	CG9170	None
MCINX2_00004115-RA	FBPP0304233	smid	smid	smallminded
MCINX2_00004117-RA	FBPP0080716	CG10702	CG10702	None
MCINX2_00004118-RA	FBPP0309598	CG11409	CG11409	None
MCINX2_00004120-RA	FBPP0073210	Rh50	Rh50	Rh50
MCINX2_00004123-RA	FBPP0073231	Con	Con	Connectin
MCINX2_00004127-RA	FBPP0088287	PlexA	PlexA	Plexin A
MCINX2_00004128-RA	FBPP0070916	Fum2	Fum2	Fumarase 2
MCINX2_00004132-RB	FBPP0290501	glob2	glob2	globin 2
MCINX2_00004135-RA	FBPP0305163	CheB42c	CheB42c	Chemosensory protein B 42c
MCINX2_00004137-RA	FBPP0307026	CG11779	CG11779	None
